emp_no,first_name,last_name,to_date,title,salary
14354,Mong,Bojadziev,9999-01-01,Senior Staff,40000
14360,Janche,Erbe,9999-01-01,Senior Staff,43476
14384,Tomofumi,Holburn,9999-01-01,Technique Leader,58260
14422,Toshimo,Gadepally,9999-01-01,Senior Engineer,59001
14422,Toshimo,Gadepally,1990-10-20,Engineer,59001
14441,Divine,Manders,1990-05-25,Engineer,40000
14460,Yagil,Lueh,9999-01-01,Senior Engineer,56267
14460,Yagil,Lueh,1995-01-23,Engineer,56267
14481,Moti,Lammel,9999-01-01,Senior Engineer,40000
14481,Moti,Lammel,1993-08-24,Engineer,40000
14483,Supot,Marrevee,9999-01-01,Senior Engineer,40000
14501,Taizo,Kroft,9999-01-01,Technique Leader,63646
14509,Danil,Aloia,2001-12-16,Staff,40000
14509,Danil,Aloia,9999-01-01,Senior Staff,40000
14514,Fay,Denny,1997-03-14,Senior Engineer,40000
14533,Kensei,Borovoy,1999-11-24,Senior Engineer,48376
14539,Ashish,Danlos,1998-12-17,Engineer,42975
14556,Fatemeh,Zultner,9999-01-01,Engineer,40000
14556,Fatemeh,Zultner,1994-12-26,Assistant Engineer,40000
14560,Elrique,Driscoll,9999-01-01,Senior Engineer,62770
14560,Elrique,Driscoll,1993-05-21,Engineer,62770
14581,Gao,Condotta,9999-01-01,Senior Engineer,59499
14581,Gao,Condotta,1996-06-28,Engineer,59499
14607,Suzette,Selvestrel,9999-01-01,Staff,67813
14621,Souichi,Wixon,1992-01-20,Staff,66404
14621,Souichi,Wixon,9999-01-01,Senior Staff,66404
14632,Gudjon,McClurg,9999-01-01,Senior Engineer,40000
14632,Gudjon,McClurg,2001-08-01,Engineer,40000
14632,Gudjon,McClurg,1994-08-01,Assistant Engineer,40000
14639,Arvind,Hempstead,1994-11-08,Staff,79405
14639,Arvind,Hempstead,9999-01-01,Senior Staff,79405
14642,Florian,Kuhnemann,9999-01-01,Senior Engineer,54553
14642,Florian,Kuhnemann,1996-06-04,Engineer,54553
14645,Laurentiu,Glinert,9999-01-01,Senior Engineer,45647
14645,Laurentiu,Glinert,1995-05-01,Engineer,45647
14655,Jingling,Segond,1995-06-03,Staff,65742
14655,Jingling,Segond,2002-04-09,Senior Staff,65742
14677,Herbert,Sifakis,9999-01-01,Senior Engineer,40000
14690,Yechezkel,Bellone,9999-01-01,Senior Engineer,40000
14690,Yechezkel,Bellone,1994-02-25,Engineer,40000
14693,Brewster,Stranks,1992-05-04,Staff,59960
14693,Brewster,Stranks,9999-01-01,Senior Staff,59960
14710,Mahmut,Hainaut,9999-01-01,Senior Staff,40341
14713,Terresa,Ballarin,1999-06-02,Technique Leader,58566
14722,Sachin,Jakobus,1999-05-04,Staff,72726
14774,Gio,Sigstam,2000-08-12,Staff,40000
14780,Marlo,Bruckman,9999-01-01,Senior Engineer,51232
14839,Changho,Cronin,9999-01-01,Senior Engineer,40000
14839,Changho,Cronin,1998-04-24,Engineer,40000
14846,Magy,Joslin,1997-05-27,Senior Engineer,40002
14846,Magy,Joslin,1997-05-02,Engineer,40002
14871,Arnd,Kaiserswerth,1999-06-23,Staff,72116
14877,Arto,Meriste,9999-01-01,Senior Engineer,40000
14877,Arto,Meriste,1996-06-06,Engineer,40000
14906,Adil,Parveen,1996-12-10,Staff,54758
14906,Adil,Parveen,9999-01-01,Senior Staff,54758
14908,Kerhong,Flanders,9999-01-01,Senior Engineer,40000
14908,Kerhong,Flanders,1997-09-17,Engineer,40000
14909,Mohan,Kamble,9999-01-01,Senior Engineer,40000
14909,Mohan,Kamble,1996-12-20,Engineer,40000
14911,Xiaobin,Chelton,9999-01-01,Senior Engineer,62738
14911,Xiaobin,Chelton,1994-04-06,Engineer,62738
14914,Gretta,Benzaken,9999-01-01,Engineer,40000
14915,Huican,Picco,9999-01-01,Engineer,40733
14941,Nathan,Lichtner,9999-01-01,Senior Engineer,43608
14941,Nathan,Lichtner,1994-12-22,Engineer,43608
14949,Insup,Reinhart,9999-01-01,Senior Engineer,44930
14949,Insup,Reinhart,1995-10-08,Engineer,44930
14955,Boguslaw,Kalefeld,1994-11-22,Engineer,45564
14955,Boguslaw,Kalefeld,1994-02-03,Assistant Engineer,45564
14959,Kerryn,Hiyoshi,2001-07-14,Technique Leader,48289
14966,Zhanqiu,Underwood,1998-08-23,Staff,80123
14971,Fan,Simmen,9999-01-01,Senior Staff,55187
14993,Sanjay,Koblitz,9999-01-01,Senior Engineer,45407
14993,Sanjay,Koblitz,1994-04-20,Engineer,45407
15005,Kiam,Sadowsky,9999-01-01,Senior Engineer,50368
15005,Kiam,Sadowsky,1993-05-23,Engineer,50368
15016,Woody,Gulik,9999-01-01,Senior Staff,40000
15019,Qingxiang,Shokrollahi,9999-01-01,Senior Engineer,41721
15019,Qingxiang,Shokrollahi,1997-11-02,Engineer,41721
15029,Giordano,Koshino,1996-04-26,Staff,40000
15029,Giordano,Koshino,9999-01-01,Senior Staff,40000
15030,Rasikan,Nourani,9999-01-01,Senior Staff,40000
15036,Ziva,Delgrande,9999-01-01,Senior Engineer,40000
15049,Khun,Waymire,9999-01-01,Senior Staff,40000
15055,Shrikanth,Sherertz,1997-07-15,Staff,40000
15055,Shrikanth,Sherertz,9999-01-01,Senior Staff,40000
15066,Tomokazu,Oaver,9999-01-01,Senior Engineer,43455
15066,Tomokazu,Oaver,2002-06-29,Engineer,43455
15092,Remmert,Bahi,9999-01-01,Senior Staff,40000
15102,Luigi,Axelband,9999-01-01,Senior Engineer,40374
15102,Luigi,Axelband,2000-11-04,Engineer,40374
15113,Zhiguo,Giaccio,1993-01-26,Staff,62081
15114,Pantung,Honglei,9999-01-01,Engineer,40000
15133,Kagan,Malinowski,1998-01-04,Engineer,40000
15134,Arun,Luiz,1998-07-23,Staff,62752
15134,Arun,Luiz,9999-01-01,Senior Staff,62752
15151,Urs,Pouyioutas,1999-12-30,Staff,61253
15151,Urs,Pouyioutas,9999-01-01,Senior Staff,61253
15176,Charlene,Sankaranarayanan,1992-11-16,Staff,98401
15176,Charlene,Sankaranarayanan,9999-01-01,Senior Staff,98401
15196,Souichi,Duclos,9999-01-01,Senior Engineer,55824
15196,Souichi,Duclos,2001-07-09,Engineer,55824
15202,Pranay,Irland,9999-01-01,Engineer,40000
15202,Pranay,Irland,1998-07-05,Assistant Engineer,40000
15205,Cheong,Rodiger,1995-01-04,Engineer,43795
15208,Sudharsan,Shokrollahi,1994-04-18,Staff,44109
15208,Sudharsan,Shokrollahi,9999-01-01,Senior Staff,44109
15228,Mona,Salvesen,1995-01-17,Staff,40000
15228,Mona,Salvesen,9999-01-01,Senior Staff,40000
15230,Keiichiro,Suessmith,9999-01-01,Senior Engineer,70187
15230,Keiichiro,Suessmith,1999-03-17,Engineer,70187
15234,Jouko,Zhiwei,9999-01-01,Senior Engineer,47654
15269,Eric,Reghbati,9999-01-01,Senior Engineer,60930
15269,Eric,Reghbati,1993-08-21,Engineer,60930
15295,Lobel,Peak,1995-11-09,Engineer,54607
15329,Fan,Openshaw,9999-01-01,Engineer,41839
15354,Chikara,Nyrup,9999-01-01,Staff,40782
15369,Premal,Penttonen,9999-01-01,Staff,81954
15377,Shugo,Aumann,9999-01-01,Senior Engineer,50274
15377,Shugo,Aumann,1992-12-18,Engineer,50274
15382,Alassane,Siegrist,1992-12-26,Staff,66083
15382,Alassane,Siegrist,9999-01-01,Senior Staff,66083
15408,Maik,Penttonen,9999-01-01,Staff,40000
15438,Constantijn,Munoz,1991-12-24,Staff,43326
15438,Constantijn,Munoz,9999-01-01,Senior Staff,43326
15441,Arvind,Weisert,2000-02-06,Staff,40000
15441,Arvind,Weisert,9999-01-01,Senior Staff,40000
15452,Kazuhira,Weedman,9999-01-01,Engineer,40000
15470,Weiwu,Huhdanpaa,9999-01-01,Engineer,40693
15474,Gilbert,Plumb,9999-01-01,Senior Staff,90430
15479,Zhenbing,Soicher,9999-01-01,Senior Engineer,40000
15479,Zhenbing,Soicher,1994-01-25,Engineer,40000
15480,Kwok,Trogemann,9999-01-01,Senior Engineer,47645
15480,Kwok,Trogemann,1999-04-29,Engineer,47645
15505,Collette,Mikschl,9999-01-01,Senior Engineer,56848
15505,Collette,Mikschl,1993-08-30,Engineer,56848
15510,Inderjeet,Sethi,9999-01-01,Senior Engineer,48661
15510,Inderjeet,Sethi,1994-08-29,Engineer,48661
15511,George,Kowalchuk,9999-01-01,Senior Staff,76880
15518,Uno,Valtorta,9999-01-01,Senior Engineer,55563
15518,Uno,Valtorta,1996-10-02,Engineer,55563
15525,Masadi,Cherinka,9999-01-01,Senior Engineer,40000
15525,Masadi,Cherinka,2001-04-27,Engineer,40000
15534,Guozhong,Grabner,1995-05-06,Staff,63090
15534,Guozhong,Grabner,9999-01-01,Senior Staff,63090
15539,Shigeichiro,Spieker,1994-03-02,Staff,47803
15539,Shigeichiro,Spieker,1996-07-17,Senior Staff,47803
15545,Masadi,Suri,1993-01-06,Engineer,40000
15563,Constantino,Zykh,1994-04-08,Staff,56239
15563,Constantino,Zykh,9999-01-01,Senior Staff,56239
15566,Baoqiu,Azuma,9999-01-01,Senior Staff,61655
15569,Rosalie,Garnick,1997-07-04,Staff,40000
15569,Rosalie,Garnick,1998-12-12,Senior Staff,40000
15601,Carrsten,Anily,9999-01-01,Senior Staff,83263
15656,Mohammad,Schaaf,1996-05-25,Staff,66141
15656,Mohammad,Schaaf,9999-01-01,Senior Staff,66141
15666,Pintsang,Rothenberg,1999-06-11,Assistant Engineer,40000
15682,Hiroyasu,Przulj,9999-01-01,Senior Engineer,40000
15682,Hiroyasu,Przulj,1995-06-21,Engineer,40000
15708,Reuven,Kushnir,1995-01-22,Staff,85063
15708,Reuven,Kushnir,9999-01-01,Senior Staff,85063
15714,Troy,Bala,9999-01-01,Engineer,40000
15714,Troy,Bala,2001-03-08,Assistant Engineer,40000
15728,Jaewon,Nooteboom,1992-05-29,Staff,40000
15728,Jaewon,Nooteboom,2002-05-30,Senior Staff,40000
15739,Poorav,Bahr,9999-01-01,Engineer,54605
15740,Stepehn,Pocchiola,2000-06-03,Staff,57994
15740,Stepehn,Pocchiola,9999-01-01,Senior Staff,57994
15753,Sanjay,Breugel,2002-05-02,Senior Engineer,40000
15753,Sanjay,Breugel,2000-04-22,Engineer,40000
15753,Sanjay,Breugel,1993-04-22,Assistant Engineer,40000
15762,Kien,Impagliazzo,1997-12-19,Staff,56568
15769,Pranay,Oskamp,9999-01-01,Staff,61575
15788,Taegyun,Deyuan,9999-01-01,Senior Engineer,53521
15788,Taegyun,Deyuan,1998-03-13,Engineer,53521
15819,Magdalena,Rajcani,1999-08-16,Staff,63847
15819,Magdalena,Rajcani,9999-01-01,Senior Staff,63847
15821,Aleksander,Antonakopoulos,9999-01-01,Engineer,40000
15821,Aleksander,Antonakopoulos,1997-06-09,Assistant Engineer,40000
15846,Bowen,Litecky,9999-01-01,Technique Leader,40000
15869,Guoxiang,Bala,9999-01-01,Senior Engineer,40000
15869,Guoxiang,Bala,2002-01-21,Engineer,40000
15876,Munehiro,Vakili,9999-01-01,Senior Engineer,51140
15876,Munehiro,Vakili,1999-08-03,Engineer,51140
15876,Munehiro,Vakili,1992-08-02,Assistant Engineer,51140
15877,Yannik,Kroll,9999-01-01,Engineer,40000
15880,Miquel,Dechter,9999-01-01,Technique Leader,40000
15902,Kazuhide,Stille,1993-03-23,Staff,40000
15902,Kazuhide,Stille,9999-01-01,Senior Staff,40000
15905,DeForest,Petersohn,9999-01-01,Senior Engineer,47421
15905,DeForest,Petersohn,1993-02-11,Engineer,47421
15911,Shaibal,Viele,9999-01-01,Senior Engineer,45602
15911,Shaibal,Viele,1998-01-13,Engineer,45602
15920,Sanjit,Laurillard,1993-03-26,Engineer,48494
15934,Kensyu,Shinomoto,9999-01-01,Assistant Engineer,50454
15938,Garnik,Covnot,1997-10-16,Staff,69499
15938,Garnik,Covnot,9999-01-01,Senior Staff,69499
15942,Murthy,Rosca,9999-01-01,Senior Engineer,50486
15942,Murthy,Rosca,1991-09-09,Engineer,50486
15943,Yakkov,Demke,9999-01-01,Senior Engineer,40000
15943,Yakkov,Demke,2002-02-05,Engineer,40000
15946,Sham,Onuegbe,1997-12-03,Technique Leader,70769
15955,Yuguang,Dratva,9999-01-01,Senior Engineer,45283
15955,Yuguang,Dratva,1991-03-31,Engineer,45283
15971,Arumugam,Aloia,9999-01-01,Senior Engineer,42963
15993,Yoshimitsu,Peir,9999-01-01,Senior Engineer,45611
16028,JiYoung,Takkinen,9999-01-01,Senior Engineer,53714
16028,JiYoung,Takkinen,1995-08-13,Engineer,53714
16033,Wayne,Spelt,9999-01-01,Senior Staff,40000
16066,Marsha,Penn,1993-09-16,Staff,74757
16066,Marsha,Penn,9999-01-01,Senior Staff,74757
16068,Leandro,Zongker,1992-12-17,Staff,53031
16068,Leandro,Zongker,9999-01-01,Senior Staff,53031
16076,Marko,Ebeling,9999-01-01,Engineer,47061
16094,Berto,Rosar,9999-01-01,Senior Engineer,40000
16094,Berto,Rosar,1999-07-18,Engineer,40000
16099,Mohan,Ferretti,9999-01-01,Senior Staff,40000
16105,Alper,Tetzlaff,1996-05-08,Senior Staff,55207
16138,Leucio,Krzyzanowski,1994-05-05,Staff,67593
16138,Leucio,Krzyzanowski,9999-01-01,Senior Staff,67593
16146,Cathie,Meriste,1998-05-11,Senior Engineer,53931
16146,Cathie,Meriste,1994-02-19,Engineer,53931
16164,Janche,Kinley,2001-05-31,Senior Engineer,67467
16164,Janche,Kinley,1995-01-02,Engineer,67467
16203,Mori,Kulisch,1994-07-06,Engineer,40000
16212,Izaskun,Glinert,1995-05-23,Engineer,40000
16227,Hitomi,Vural,9999-01-01,Senior Engineer,58619
16227,Hitomi,Vural,1993-09-25,Engineer,58619
16230,Ung,Babu,9999-01-01,Senior Staff,40000
16233,Sushant,Baba,9999-01-01,Senior Staff,54684
16237,Slavian,Leaver,1993-07-12,Senior Engineer,83471
16237,Slavian,Leaver,1993-05-14,Engineer,83471
16246,Makato,Masaki,9999-01-01,Engineer,40000
16255,Tomokazu,Ohori,2001-03-23,Senior Engineer,40000
16302,Bedir,Speek,1988-12-06,Engineer,40000
16331,Giap,Garnham,1991-12-25,Staff,63123
16331,Giap,Garnham,2000-12-27,Senior Staff,63123
16337,Hironoby,Schaad,9999-01-01,Senior Engineer,40000
16337,Hironoby,Schaad,1994-11-07,Engineer,40000
16360,Sham,Jonsson,1997-05-02,Senior Engineer,47148
16364,Yifei,Gini,1994-09-19,Staff,73503
16364,Yifei,Gini,9999-01-01,Senior Staff,73503
16373,Narain,Aseltine,1999-05-19,Senior Staff,98832
16377,Duri,Stanger,9999-01-01,Engineer,62147
16382,Chaoyi,Talmon,9999-01-01,Senior Engineer,66986
16383,Lidong,Czap,9999-01-01,Senior Engineer,55977
16383,Lidong,Czap,1994-09-24,Engineer,55977
16388,Subhankar,Georgatos,9999-01-01,Senior Staff,40000
16404,Rafols,Rabehasaina,9999-01-01,Senior Engineer,45689
16404,Rafols,Rabehasaina,1993-07-18,Engineer,45689
16447,Zhiguo,Savasere,9999-01-01,Senior Engineer,40000
16447,Zhiguo,Savasere,1999-04-19,Engineer,40000
16453,Goncalo,Basart,1994-12-16,Staff,47433
16453,Goncalo,Basart,9999-01-01,Senior Staff,47433
16471,Bogdan,Birta,9999-01-01,Staff,44976
16487,Arunas,Yemenis,2001-10-18,Staff,73302
16487,Arunas,Yemenis,9999-01-01,Senior Staff,73302
16490,Muzhong,Thiria,9999-01-01,Senior Staff,85462
16491,Emdad,Radwan,2001-10-03,Staff,40000
16491,Emdad,Radwan,9999-01-01,Senior Staff,40000
16539,Gretta,Fetvedt,9999-01-01,Senior Engineer,40000
16539,Gretta,Fetvedt,1993-12-06,Engineer,40000
16549,Olivera,Thibadeau,2000-03-02,Staff,60531
16549,Olivera,Thibadeau,9999-01-01,Senior Staff,60531
16557,Fan,Majewski,2002-03-20,Senior Engineer,53197
16570,Uta,Matzen,9999-01-01,Senior Engineer,46162
16570,Uta,Matzen,2000-03-24,Engineer,46162
16580,Masaru,Valiente,9999-01-01,Senior Engineer,40000
16619,Arvind,Boguraev,9999-01-01,Senior Engineer,40000
16619,Arvind,Boguraev,1993-09-19,Engineer,40000
16674,Duke,Takanami,9999-01-01,Technique Leader,40000
16683,Hatem,Ghandeharizadeh,9999-01-01,Senior Engineer,60120
16723,Mohd,Randt,1993-12-24,Staff,56932
16723,Mohd,Randt,9999-01-01,Senior Staff,56932
16729,Kirk,Broomell,2001-05-07,Staff,51318
16729,Kirk,Broomell,9999-01-01,Senior Staff,51318
16733,Zijian,Serna,1989-08-13,Engineer,40000
16759,Vojin,Masaki,9999-01-01,Senior Engineer,40000
16759,Vojin,Masaki,1992-01-10,Engineer,40000
16806,Sreekrishna,Dayana,9999-01-01,Senior Staff,72405
16808,Kiyokazu,Katiyar,1995-11-10,Staff,87215
16808,Kiyokazu,Katiyar,9999-01-01,Senior Staff,87215
16858,Akeno,Gustavson,1994-03-18,Staff,67670
16858,Akeno,Gustavson,1995-08-09,Senior Staff,67670
16862,JiYoung,Eppinger,9999-01-01,Senior Engineer,40000
16862,JiYoung,Eppinger,1992-04-26,Engineer,40000
16868,Gou,Vandervoorde,1997-06-22,Staff,58292
16871,Munir,Stiles,9999-01-01,Senior Engineer,55303
16871,Munir,Stiles,1993-08-23,Engineer,55303
16875,Nikolaos,Radhakrishnan,9999-01-01,Engineer,40000
16880,Honesty,Bresenham,9999-01-01,Technique Leader,40000
16885,Ronghao,Stentiford,1997-08-01,Senior Staff,72252
16897,Charlene,Ebeling,9999-01-01,Technique Leader,57244
16910,Kazunori,Botman,9999-01-01,Senior Engineer,57230
16921,Evgueni,Yeung,9999-01-01,Senior Staff,71025
16954,Akhilish,Apsitis,1995-08-06,Staff,47943
16954,Akhilish,Apsitis,9999-01-01,Senior Staff,47943
16955,Sangeeta,Marrakchi,2001-03-14,Staff,74715
16955,Sangeeta,Marrakchi,9999-01-01,Senior Staff,74715
16969,Sanjit,Braccini,9999-01-01,Senior Engineer,49377
16969,Sanjit,Braccini,1997-10-26,Engineer,49377
16988,Xiong,Peron,9999-01-01,Senior Staff,47878
16993,Hongzue,Dahlbom,1993-02-12,Staff,57751
16993,Hongzue,Dahlbom,9999-01-01,Senior Staff,57751
17012,Valdiodio,Petereit,9999-01-01,Senior Engineer,40000
17024,Ewing,Siepmann,9999-01-01,Senior Engineer,58181
17024,Ewing,Siepmann,1993-07-11,Engineer,58181
17047,Qingxiang,Rijsenbrij,1988-03-06,Engineer,43113
17048,Christoph,Murthy,9999-01-01,Senior Engineer,46913
17048,Christoph,Murthy,1993-10-09,Engineer,46913
17066,Heping,Ruther,9999-01-01,Senior Engineer,59260
17066,Heping,Ruther,1996-02-27,Engineer,59260
17076,Gudjon,Hitomi,9999-01-01,Senior Engineer,60092
17097,Cathie,Berztiss,1990-03-26,Engineer,46803
17101,Sandeepan,Compeau,9999-01-01,Senior Engineer,40173
17101,Sandeepan,Compeau,1995-01-18,Engineer,40173
17103,Takahiro,Feldmann,9999-01-01,Senior Engineer,48187
17103,Takahiro,Feldmann,1993-10-07,Engineer,48187
17125,Akhilish,Zweizig,9999-01-01,Senior Engineer,40000
17125,Akhilish,Zweizig,2001-10-17,Engineer,40000
17125,Akhilish,Zweizig,1993-10-17,Assistant Engineer,40000
17143,Ziyad,Munke,9999-01-01,Senior Engineer,40000
17146,Aemilian,Barbanera,9999-01-01,Staff,65674
17154,Aria,Milicia,1995-02-05,Staff,40000
17158,Danai,Vecchio,9999-01-01,Senior Engineer,48426
17158,Danai,Vecchio,1998-02-14,Engineer,48426
17159,Quingbo,Mitchem,9999-01-01,Senior Engineer,56346
17159,Quingbo,Mitchem,1995-10-22,Engineer,56346
17160,Shay,Montemayor,9999-01-01,Senior Engineer,49824
17199,Vasilis,Guardalben,2001-01-26,Staff,40000
17199,Vasilis,Guardalben,9999-01-01,Senior Staff,40000
17204,Jacqueline,Erdmenger,1996-02-06,Staff,40000
17204,Jacqueline,Erdmenger,2002-01-01,Senior Staff,40000
17215,Junichi,Langford,9999-01-01,Senior Engineer,47977
17215,Junichi,Langford,1996-06-17,Engineer,47977
17224,Denis,Back,1998-01-21,Senior Engineer,40000
17224,Denis,Back,1995-08-31,Engineer,40000
17245,Neven,Milicia,9999-01-01,Staff,81426
17277,Arnd,Hopewell,9999-01-01,Senior Engineer,40000
17280,Xuejia,Merle,9999-01-01,Senior Engineer,69670
17280,Xuejia,Merle,2000-01-04,Engineer,69670
17293,Demin,Alpin,2001-08-01,Senior Engineer,40000
17293,Demin,Alpin,1991-03-01,Engineer,40000
17326,Arumugam,Ramsay,9999-01-01,Senior Engineer,40000
17327,Yongmin,Gihr,1995-06-04,Staff,50152
17327,Yongmin,Gihr,9999-01-01,Senior Staff,50152
17336,Shigenori,Chaudhuri,9999-01-01,Senior Engineer,71761
17336,Shigenori,Chaudhuri,1993-02-24,Engineer,71761
17340,Yurii,Brookman,1992-07-05,Staff,65863
17340,Yurii,Brookman,9999-01-01,Senior Staff,65863
17355,Mingzeng,Weisert,9999-01-01,Senior Engineer,40000
17355,Mingzeng,Weisert,1993-08-31,Engineer,40000
17361,Macha,Griswold,2001-12-27,Engineer,55784
17361,Macha,Griswold,1995-04-04,Assistant Engineer,55784
17396,Valeri,Henders,9999-01-01,Senior Engineer,40000
17396,Valeri,Henders,1995-06-14,Engineer,40000
17412,Leni,Vilarrasa,9999-01-01,Staff,43480
17416,Kitty,Rissanen,1999-03-22,Engineer,40000
17428,Pantung,Keustermans,1995-09-14,Staff,40000
17436,Chirstian,Munawer,9999-01-01,Senior Staff,79815
17470,Genevieve,Lichtner,9999-01-01,Senior Engineer,60901
17472,Murthy,Verhoeff,1998-12-09,Staff,40000
17472,Murthy,Verhoeff,9999-01-01,Senior Staff,40000
17478,Tuval,Merle,1990-06-13,Staff,40000
17478,Tuval,Merle,1997-08-23,Senior Staff,40000
17487,Gully,Staudhammer,9999-01-01,Engineer,40000
17487,Gully,Staudhammer,1998-07-31,Assistant Engineer,40000
17500,Jinya,Bratsberg,9999-01-01,Technique Leader,44825
17505,Gunilla,Moffat,9999-01-01,Senior Engineer,63455
17505,Gunilla,Moffat,1994-02-21,Engineer,63455
17507,Yurij,Turnbull,1995-08-07,Staff,84985
17507,Yurij,Turnbull,1999-12-10,Senior Staff,84985
17516,Rosita,Dulli,1992-11-17,Technique Leader,40090
17520,Shahab,Keohane,9999-01-01,Senior Engineer,40000
17520,Shahab,Keohane,1997-08-08,Engineer,40000
17539,Cathie,Uhrik,9999-01-01,Senior Engineer,60576
17539,Cathie,Uhrik,1999-12-27,Engineer,60576
17544,Kien,Marletta,9999-01-01,Senior Engineer,53927
17544,Kien,Marletta,1995-07-09,Engineer,53927
17552,Pradeep,Neiman,9999-01-01,Senior Staff,45663
17556,Makato,Tsukuda,2000-07-22,Staff,67047
17556,Makato,Tsukuda,9999-01-01,Senior Staff,67047
17559,Annemarie,Papastamatiou,9999-01-01,Senior Engineer,53573
17573,Berthier,Deverell,1993-04-04,Staff,77659
17573,Berthier,Deverell,9999-01-01,Senior Staff,77659
17576,Behnaam,Krybus,9999-01-01,Senior Engineer,40000
17625,Prodip,Mandelberg,2000-12-04,Engineer,47447
17629,Mostafa,Winter,9999-01-01,Senior Staff,70592
17647,Vasilis,Swab,1995-08-04,Staff,75896
17647,Vasilis,Swab,9999-01-01,Senior Staff,75896
17657,Thanasis,Zucker,9999-01-01,Engineer,43935
17657,Thanasis,Zucker,1997-06-18,Assistant Engineer,43935
17674,Adib,Braccini,9999-01-01,Senior Engineer,43044
17674,Adib,Braccini,1993-03-19,Engineer,43044
17677,Mingdong,Ramalingam,9999-01-01,Senior Engineer,40000
17677,Mingdong,Ramalingam,2001-10-04,Engineer,40000
17688,Faiza,Cincotta,9999-01-01,Senior Engineer,45880
17699,Radhia,Heping,9999-01-01,Senior Engineer,48618
17699,Radhia,Heping,1993-07-21,Engineer,48618
17704,Vatsa,Broomell,2001-11-20,Staff,40000
17704,Vatsa,Broomell,9999-01-01,Senior Staff,40000
17727,Bingning,Picaronny,1994-06-30,Staff,40000
17727,Bingning,Picaronny,2002-04-16,Senior Staff,40000
17728,Tsuneo,Lienhardt,9999-01-01,Staff,57162
17745,Hatem,Schreiter,9999-01-01,Senior Engineer,40000
17745,Hatem,Schreiter,1993-05-02,Engineer,40000
17778,Chirstian,Matzov,1998-02-12,Staff,40000
17778,Chirstian,Matzov,9999-01-01,Senior Staff,40000
17798,Guangming,Suessmith,1993-10-15,Staff,83096
17798,Guangming,Suessmith,9999-01-01,Senior Staff,83096
17807,Jianhua,Glowinski,9999-01-01,Senior Engineer,40000
17807,Jianhua,Glowinski,2000-07-23,Engineer,40000
17816,Toshimo,Kenevan,9999-01-01,Senior Engineer,74497
17816,Toshimo,Kenevan,1998-10-05,Engineer,74497
17816,Toshimo,Kenevan,1992-10-05,Assistant Engineer,74497
17840,Tonny,Sherertz,9999-01-01,Senior Engineer,66948
17840,Tonny,Sherertz,1991-06-20,Engineer,66948
17841,Hilary,Ramaiah,9999-01-01,Senior Engineer,40000
17869,Xiaocheng,Prochazka,9999-01-01,Assistant Engineer,40000
17871,Ebbe,Hedayat,9999-01-01,Senior Engineer,48561
17871,Ebbe,Hedayat,2001-07-20,Engineer,48561
17907,Kotesh,Bernini,2000-01-05,Staff,69291
17907,Kotesh,Bernini,9999-01-01,Senior Staff,69291
17925,Adamantios,Baezner,9999-01-01,Senior Engineer,47958
17925,Adamantios,Baezner,1996-03-08,Engineer,47958
17973,Sanjit,Beidas,9999-01-01,Senior Engineer,51947
17973,Sanjit,Beidas,1994-09-27,Engineer,51947
17987,Atreyi,Monkewich,1999-11-13,Staff,80776
17995,Oldrich,Vickson,9999-01-01,Senior Staff,40000
18016,Somnath,Kaminger,9999-01-01,Senior Staff,50136
18018,Sasan,Schrooten,1992-12-10,Staff,70282
18018,Sasan,Schrooten,9999-01-01,Senior Staff,70282
18065,Chriss,Wroclawski,9999-01-01,Senior Staff,52601
18075,Lein,Goodrum,9999-01-01,Senior Engineer,44780
