emp_no,first_name,last_name,to_date,title
12490,Jackson,Muchinsky,2000-05-08,Engineer
12490,Jackson,Muchinsky,9999-01-01,Senior Engineer
12493,Filipp,Menhardt,1988-12-04,Senior Engineer
12497,Stein,Penz,9999-01-01,Senior Staff
12497,Stein,Penz,1997-09-25,Staff
12501,Morrie,Matheson,9999-01-01,Senior Staff
12504,Adly,Rosaz,9999-01-01,Engineer
12514,Tomofumi,Melter,9999-01-01,Engineer
12528,Conor,Cincotta,9999-01-01,Senior Staff
12528,Conor,Cincotta,1997-09-24,Staff
12534,Yongmao,Gerlach,9999-01-01,Senior Engineer
12541,Shih,Nanard,9999-01-01,Senior Staff
12541,Shih,Nanard,1996-08-31,Staff
12542,Kazuhide,Bouloucos,9999-01-01,Senior Staff
12542,Kazuhide,Bouloucos,1993-09-11,Staff
12551,Jeane,Tzvieli,1993-12-03,Engineer
12551,Jeane,Tzvieli,9999-01-01,Senior Engineer
12553,Aral,Vesna,9999-01-01,Senior Staff
12557,Stafford,Kopetz,9999-01-01,Senior Engineer
12589,Anoosh,Chleq,1997-09-08,Engineer
12589,Anoosh,Chleq,9999-01-01,Senior Engineer
12596,Breannda,Roisin,9999-01-01,Senior Staff
12601,Ghassan,Simkin,1997-07-09,Assistant Engineer
12601,Ghassan,Simkin,2002-07-09,Engineer
12601,Ghassan,Simkin,9999-01-01,Senior Engineer
12608,Nectarios,Mondadori,9999-01-01,Senior Staff
12608,Nectarios,Mondadori,2000-02-22,Staff
12635,Xinyu,Restivo,2000-02-03,Engineer
12635,Xinyu,Restivo,9999-01-01,Senior Engineer
12637,Poorav,Karner,1999-01-08,Senior Staff
12637,Poorav,Karner,1995-11-02,Staff
12638,Yuqun,Seiwald,9999-01-01,Engineer
12642,Suebskul,Gips,9999-01-01,Senior Staff
12642,Suebskul,Gips,2001-10-28,Staff
12651,Pragnesh,Bael,9999-01-01,Senior Staff
12662,Leucio,Alvarado,1994-08-27,Assistant Engineer
12662,Leucio,Alvarado,9999-01-01,Engineer
12663,Nobuyoshi,Stellhorn,9999-01-01,Technique Leader
12664,Zhonghua,Parveen,9999-01-01,Staff
12678,Carrsten,Borovoy,2000-04-22,Engineer
12689,Luerbio,Boudaillier,2001-11-23,Engineer
12689,Luerbio,Boudaillier,9999-01-01,Senior Engineer
12691,Oddvar,Gils,1998-08-25,Engineer
12691,Oddvar,Gils,9999-01-01,Senior Engineer
12694,Kazuhira,Luders,1998-05-30,Engineer
12697,Uri,Brizzi,9999-01-01,Senior Staff
12697,Uri,Brizzi,1994-07-11,Staff
12709,Ronghao,Botman,2001-02-25,Engineer
12709,Ronghao,Botman,9999-01-01,Senior Engineer
12717,Tzu,Jiafu,9999-01-01,Staff
12722,Elliott,Cheshire,9999-01-01,Senior Staff
12726,Fumitake,Panwar,9999-01-01,Senior Engineer
12729,Nahla,Rahier,1997-10-15,Engineer
12729,Nahla,Rahier,9999-01-01,Senior Engineer
12730,Barry,Perl,1998-03-24,Technique Leader
12731,Yongmao,Waymire,9999-01-01,Senior Staff
12732,Mara,Takanami,9999-01-01,Senior Staff
12734,Gil,Frijda,9999-01-01,Senior Engineer
12755,Rildo,Rodite,9999-01-01,Senior Staff
12755,Rildo,Rodite,1994-03-18,Staff
12759,LiMin,Kuszyk,1996-01-02,Senior Staff
12773,Jenwei,Lovengreen,1994-03-05,Engineer
12773,Jenwei,Lovengreen,9999-01-01,Senior Engineer
12775,Mariangiola,Berendt,1999-02-24,Assistant Engineer
12775,Mariangiola,Berendt,2002-04-05,Engineer
12790,Gunilla,Perl,9999-01-01,Senior Staff
12790,Gunilla,Perl,2000-08-07,Staff
12795,Masoud,Fordan,9999-01-01,Senior Staff
12795,Masoud,Fordan,1997-06-23,Staff
12798,Lillian,Beeson,9999-01-01,Senior Staff
12798,Lillian,Beeson,1996-12-26,Staff
12803,Gad,Boissier,9999-01-01,Senior Staff
12803,Gad,Boissier,1990-03-16,Staff
12815,Sushant,Junot,9999-01-01,Senior Staff
12815,Sushant,Junot,1993-02-27,Staff
12816,Freyja,Ramras,1992-04-18,Engineer
12816,Freyja,Ramras,1999-09-08,Senior Engineer
12819,Mountaz,Gubsky,1996-09-09,Engineer
12819,Mountaz,Gubsky,9999-01-01,Senior Engineer
12846,Krisda,Cyne,2001-01-15,Senior Staff
12846,Krisda,Cyne,2000-10-15,Staff
12848,Kazuhide,Smeets,9999-01-01,Engineer
12853,Mang,Brobst,1996-10-03,Senior Staff
12853,Mang,Brobst,1993-01-04,Staff
12863,Leif,Matheson,1990-09-06,Engineer
12863,Leif,Matheson,9999-01-01,Senior Engineer
12872,Marl,Schmittgen,9999-01-01,Senior Staff
12872,Marl,Schmittgen,1993-09-09,Staff
12876,Apostol,Goodrum,2000-12-24,Engineer
12879,Baruch,Eugenio,1995-06-11,Engineer
12879,Baruch,Eugenio,9999-01-01,Senior Engineer
12888,Martien,Erni,1995-04-07,Senior Staff
12888,Martien,Erni,1992-05-06,Staff
12890,Neven,Casley,9999-01-01,Senior Staff
12893,Licheng,Crouzet,9999-01-01,Senior Staff
12893,Licheng,Crouzet,1995-03-18,Staff
12895,Roddy,Serot,9999-01-01,Senior Engineer
12905,Munehiro,Gecsei,1993-07-18,Engineer
12905,Munehiro,Gecsei,9999-01-01,Senior Engineer
12922,Jacqueline,Porenta,1993-09-16,Senior Staff
12926,Heekeun,Luby,9999-01-01,Senior Staff
12926,Heekeun,Luby,1992-12-24,Staff
12937,Arup,Cincotta,1992-12-14,Staff
12940,Odinaldo,Farrar,1992-12-11,Engineer
12940,Odinaldo,Farrar,9999-01-01,Senior Engineer
12941,Tommaso,Perelgut,1995-11-06,Engineer
12941,Tommaso,Perelgut,9999-01-01,Senior Engineer
12949,Geoff,Asrin,1992-02-12,Engineer
12949,Geoff,Asrin,9999-01-01,Senior Engineer
12951,Mohammad,Keirsey,1994-07-27,Senior Staff
12972,Juyoung,Azevdeo,1990-08-07,Staff
12974,Gift,Frolund,1994-11-03,Senior Staff
12974,Gift,Frolund,1994-10-24,Staff
12977,Byong,Markovitch,1992-08-23,Engineer
12977,Byong,Markovitch,9999-01-01,Senior Engineer
12983,Elliott,Hambrick,9999-01-01,Staff
13012,Florina,Harbusch,2002-05-24,Senior Engineer
13030,Yahiko,Kroll,9999-01-01,Senior Staff
13030,Yahiko,Kroll,1999-11-25,Staff
13046,Vivian,Stafford,9999-01-01,Senior Staff
13047,Atilio,Chelton,1997-02-25,Engineer
13047,Atilio,Chelton,9999-01-01,Senior Engineer
13049,Fan,Naudin,1986-01-08,Staff
13062,Xinglin,Baak,2000-05-31,Technique Leader
13075,Rosella,Morrin,9999-01-01,Senior Staff
13075,Rosella,Morrin,1991-08-17,Staff
13076,Deniz,Skafidas,9999-01-01,Engineer
13096,Ibibia,Armand,2001-04-22,Engineer
13096,Ibibia,Armand,9999-01-01,Senior Engineer
13103,Srinidhi,Ellozy,9999-01-01,Senior Engineer
13113,Kwun,Landherr,1996-10-07,Staff
13124,Quingbo,Garnick,9999-01-01,Senior Staff
13133,Guther,Senzako,9999-01-01,Senior Staff
13133,Guther,Senzako,1991-09-03,Staff
13134,Lorien,Chepyzhov,1993-10-22,Engineer
13134,Lorien,Chepyzhov,9999-01-01,Senior Engineer
13144,Persi,Nollmann,9999-01-01,Senior Staff
13144,Persi,Nollmann,1997-06-19,Staff
13146,Haldon,Erie,9999-01-01,Senior Staff
13147,Shichao,Ginesta,9999-01-01,Senior Staff
13147,Shichao,Ginesta,1998-06-29,Staff
13156,Akeel,Millington,2000-08-18,Engineer
13156,Akeel,Millington,9999-01-01,Senior Engineer
13165,Lucian,Benner,1995-03-17,Engineer
13165,Lucian,Benner,9999-01-01,Senior Engineer
13168,Munir,Stentiford,1992-09-10,Engineer
13168,Munir,Stentiford,9999-01-01,Senior Engineer
13170,Cheong,Bernardeschi,9999-01-01,Senior Staff
13170,Cheong,Bernardeschi,1998-01-09,Staff
13171,Anoosh,Birnbaum,1995-08-31,Engineer
13171,Anoosh,Birnbaum,9999-01-01,Senior Engineer
13173,Arve,Horswill,9999-01-01,Senior Staff
13173,Arve,Horswill,1996-09-23,Staff
13179,Moty,Janocha,9999-01-01,Staff
13182,Kokou,Rodite,9999-01-01,Engineer
13186,Kyoichi,Barbanera,9999-01-01,Senior Staff
13186,Kyoichi,Barbanera,1995-04-29,Staff
13192,Rosita,Flowers,9999-01-01,Technique Leader
13202,Aram,Scharstein,9999-01-01,Senior Staff
13202,Aram,Scharstein,1992-03-28,Staff
13210,Jianhua,Klassen,9999-01-01,Senior Staff
13210,Jianhua,Klassen,2002-07-27,Staff
13213,Hein,Billawala,9999-01-01,Senior Staff
13213,Hein,Billawala,1993-08-30,Staff
13221,Premsyl,Famili,1998-10-21,Senior Staff
13221,Premsyl,Famili,1993-02-26,Staff
13232,Mitchel,Fujisaki,9999-01-01,Technique Leader
13233,Alselm,Chvatal,1995-03-31,Engineer
13233,Alselm,Chvatal,9999-01-01,Senior Engineer
13238,Ebru,Foote,9999-01-01,Senior Staff
13238,Ebru,Foote,1998-10-10,Staff
13240,King,Pileggi,2001-03-10,Engineer
13240,King,Pileggi,9999-01-01,Senior Engineer
13243,Fay,Huxford,1999-11-11,Staff
13250,Zeydy,Schusler,1993-10-28,Assistant Engineer
13250,Zeydy,Schusler,1998-10-27,Engineer
13250,Zeydy,Schusler,9999-01-01,Senior Engineer
13272,Arun,Jiang,9999-01-01,Senior Staff
13276,Yechiam,Seuren,9999-01-01,Senior Staff
13276,Yechiam,Seuren,1991-03-09,Staff
13288,Muneo,Broomell,9999-01-01,Senior Staff
13288,Muneo,Broomell,1995-04-14,Staff
13291,Georg,Stamatiou,1993-10-30,Engineer
13291,Georg,Stamatiou,9999-01-01,Senior Engineer
13299,Guiseppe,Butner,1998-09-13,Staff
13302,Mack,Alencar,1997-09-26,Engineer
13302,Mack,Alencar,9999-01-01,Senior Engineer
13305,Bikash,Herath,1995-01-19,Senior Staff
13305,Bikash,Herath,1994-07-17,Staff
13315,Sakthirel,Stroustrup,1999-06-02,Engineer
13315,Sakthirel,Stroustrup,9999-01-01,Senior Engineer
13332,Nidapan,Pearson,1992-09-23,Assistant Engineer
13332,Nidapan,Pearson,1997-09-23,Engineer
13332,Nidapan,Pearson,9999-01-01,Senior Engineer
13333,Yoshinari,Hennebert,1996-03-23,Assistant Engineer
13333,Yoshinari,Hennebert,9999-01-01,Engineer
13341,Bodh,Doering,9999-01-01,Senior Staff
13341,Bodh,Doering,1992-03-10,Staff
13343,Heon,Usery,9999-01-01,Senior Staff
13343,Heon,Usery,1995-07-30,Staff
13368,Kiyokazu,Klassen,9999-01-01,Staff
13371,Nakhoon,Riexinger,9999-01-01,Senior Engineer
13373,Juichirou,Naumovich,9999-01-01,Senior Staff
13373,Juichirou,Naumovich,2000-08-23,Staff
13385,Claudi,Buchter,9999-01-01,Senior Staff
13386,Khosrow,Sgarro,9999-01-01,Technique Leader
13389,Divine,Cmelik,9999-01-01,Senior Staff
13392,Fumitake,Beidas,9999-01-01,Senior Staff
13392,Fumitake,Beidas,1993-08-26,Staff
13396,Chuanyi,Aumann,9999-01-01,Senior Staff
13402,Augustine,Dulli,9999-01-01,Engineer
13405,Randy,Baba,9999-01-01,Senior Staff
13407,Gio,Chenoweth,2001-10-03,Engineer
13407,Gio,Chenoweth,9999-01-01,Senior Engineer
13408,Sreekrishna,Lagarias,2000-07-24,Engineer
13408,Sreekrishna,Lagarias,9999-01-01,Senior Engineer
13415,Nathalie,Speer,9999-01-01,Technique Leader
13422,Vishwani,Gerlach,1995-01-17,Engineer
13422,Vishwani,Gerlach,9999-01-01,Senior Engineer
13442,Giordano,Miake,9999-01-01,Senior Staff
13442,Giordano,Miake,1994-06-16,Staff
13443,Mayuko,Puppo,1996-12-25,Engineer
13443,Mayuko,Puppo,9999-01-01,Senior Engineer
13445,Renee,Dehkordi,9999-01-01,Engineer
13451,Gretta,Weiland,9999-01-01,Senior Staff
13451,Gretta,Weiland,1995-08-23,Staff
13457,Shooichi,Parfitt,1991-01-18,Engineer
13457,Shooichi,Parfitt,9999-01-01,Senior Engineer
13458,Feipei,Nivat,1995-03-02,Engineer
13458,Feipei,Nivat,9999-01-01,Senior Engineer
13463,Theron,Berstel,1993-01-25,Engineer
13463,Theron,Berstel,9999-01-01,Senior Engineer
13465,Sasan,Rehfuss,9999-01-01,Engineer
13493,Uinam,Jullig,1992-09-06,Engineer
13493,Uinam,Jullig,9999-01-01,Senior Engineer
13504,Parto,Mandell,1994-12-21,Assistant Engineer
13504,Parto,Mandell,9999-01-01,Engineer
13521,Jaewoo,Tasistro,1991-02-18,Engineer
13524,Chaoyi,Porotnikoff,9999-01-01,Senior Staff
13524,Chaoyi,Porotnikoff,2000-10-27,Staff
13535,Arunas,Schlenzig,1993-05-19,Assistant Engineer
13535,Arunas,Schlenzig,2000-05-19,Engineer
13535,Arunas,Schlenzig,9999-01-01,Senior Engineer
13546,Aimee,Brookner,1997-10-26,Engineer
13546,Aimee,Brookner,9999-01-01,Senior Engineer
13549,Matk,Koprowski,9999-01-01,Technique Leader
13552,Ingmar,Capobianchi,9999-01-01,Senior Staff
13552,Ingmar,Capobianchi,1993-03-23,Staff
13560,Sibyl,Jeong,1994-07-28,Assistant Engineer
13560,Sibyl,Jeong,1998-03-12,Engineer
13576,Jungsoon,Engberts,9999-01-01,Senior Staff
13576,Jungsoon,Engberts,2001-08-29,Staff
13578,Tadahiko,Christianini,1997-04-13,Technique Leader
13605,Dmitry,Encarnacion,9999-01-01,Senior Staff
13605,Dmitry,Encarnacion,1991-09-29,Staff
13621,Fei,Haddadi,1995-02-09,Assistant Engineer
13621,Fei,Haddadi,9999-01-01,Engineer
13624,Zhigen,Yurek,9999-01-01,Senior Staff
13624,Zhigen,Yurek,1996-05-11,Staff
13629,Dzung,Trelles,1994-01-03,Engineer
13629,Dzung,Trelles,9999-01-01,Senior Engineer
13648,Zejun,Lamba,9999-01-01,Technique Leader
13651,Stamatina,Plesums,1990-03-31,Engineer
13653,Kristen,Iivonen,9999-01-01,Senior Staff
13653,Kristen,Iivonen,2000-01-17,Staff
13670,Moti,Takanami,9999-01-01,Senior Engineer
13680,Denny,Speer,9999-01-01,Staff
13684,Elvia,Christ,2002-03-30,Senior Staff
13685,Weicheng,Hockney,1999-11-29,Engineer
13685,Weicheng,Hockney,9999-01-01,Senior Engineer
13697,Shuichi,Weedon,9999-01-01,Technique Leader
13698,Domenico,Mitchem,1997-04-20,Engineer
13704,Vishu,Kumaresan,1995-10-01,Engineer
13704,Vishu,Kumaresan,9999-01-01,Senior Engineer
13721,Sugwoo,Delgrossi,9999-01-01,Senior Staff
13721,Sugwoo,Delgrossi,2001-09-20,Staff
13727,Vitali,Merey,9999-01-01,Staff
13738,Bangqing,Mitchem,9999-01-01,Engineer
13747,Masaru,Capobianchi,1987-12-10,Senior Staff
13766,Tremaine,Heemskerk,9999-01-01,Senior Staff
13768,Sedat,Lovengreen,1990-09-18,Staff
13769,Yakichi,Trogemann,9999-01-01,Senior Staff
13775,Arve,Maierhofer,9999-01-01,Senior Staff
13775,Arve,Maierhofer,1994-10-21,Staff
13786,Takushi,Berendt,9999-01-01,Senior Staff
13786,Takushi,Berendt,1995-05-19,Staff
13787,Xiaobin,Sinicrope,1996-10-29,Engineer
13787,Xiaobin,Sinicrope,9999-01-01,Senior Engineer
13788,Takahira,Furedi,1997-04-12,Assistant Engineer
13792,Valery,Sury,9999-01-01,Senior Staff
13792,Valery,Sury,1991-07-27,Staff
13795,Mayuri,Gewali,1988-03-13,Technique Leader
13796,Paloma,Thorelli,9999-01-01,Engineer
13801,Shih,Mayerwieser,1999-06-25,Staff
13809,Kiyotoshi,Basagni,9999-01-01,Senior Staff
13809,Kiyotoshi,Basagni,1991-01-12,Staff
13815,Guadalupe,Plotkin,1993-09-09,Engineer
13815,Guadalupe,Plotkin,9999-01-01,Senior Engineer
13825,Arlette,Pell,9999-01-01,Technique Leader
13841,Christophe,Spinelli,9999-01-01,Technique Leader
13842,Juichirou,Cichocki,9999-01-01,Senior Staff
13842,Juichirou,Cichocki,2000-04-20,Staff
13846,Guiseppe,Welham,9999-01-01,Senior Staff
13853,Mingsen,Roohalamini,9999-01-01,Senior Staff
13859,Anoosh,Fujisawa,1992-08-22,Engineer
13859,Anoosh,Fujisawa,9999-01-01,Senior Engineer
13883,Kwangyoen,Barreiro,1991-08-26,Senior Engineer
13884,Kensei,Swift,9999-01-01,Engineer
13894,Ult,Schonegge,1995-11-28,Assistant Engineer
13894,Ult,Schonegge,9999-01-01,Engineer
13904,Youngkon,Cairo,9999-01-01,Senior Engineer
13914,Serge,Albarhamtoshy,1989-01-15,Senior Staff
13916,Vidya,Wynblatt,2002-01-12,Senior Staff
13916,Vidya,Wynblatt,1995-06-06,Staff
13930,Sukumar,Chartres,2000-04-20,Senior Staff
13930,Sukumar,Chartres,1992-11-26,Staff
13934,Shiv,Bratsberg,9999-01-01,Senior Engineer
13942,Elzbieta,Esteva,9999-01-01,Technique Leader
13951,Mooi,Genther,9999-01-01,Senior Staff
13951,Mooi,Genther,1990-12-28,Staff
13960,Nechama,Hettesheimer,9999-01-01,Senior Staff
13962,Maris,Ghelli,9999-01-01,Senior Engineer
13966,Boguslaw,Cooman,9999-01-01,Senior Staff
13969,Jianwen,Chandrasekhar,9999-01-01,Technique Leader
13979,Turgut,Highland,1995-06-08,Engineer
13979,Turgut,Highland,1997-12-26,Senior Engineer
13986,Geraldo,Ramsey,1989-01-19,Staff
13990,Deborah,Schapiro,1996-06-10,Assistant Engineer
13990,Deborah,Schapiro,9999-01-01,Engineer
13992,Ulises,Kenevan,9999-01-01,Senior Staff
13992,Ulises,Kenevan,1994-07-27,Staff
13999,Florian,Crouzet,9999-01-01,Senior Staff
13999,Florian,Crouzet,2000-02-25,Staff
14005,Vojin,Stellhorn,9999-01-01,Technique Leader
14015,Manibrata,Picaronny,9999-01-01,Senior Engineer
14034,Aloys,Seghrouchni,9999-01-01,Senior Staff
14034,Aloys,Seghrouchni,1991-08-26,Staff
14041,Shan,DeMori,9999-01-01,Senior Staff
14041,Shan,DeMori,1995-12-22,Staff
14045,Ymte,Alpin,1997-08-12,Staff
14067,Godehard,Trachtenberg,2000-02-14,Engineer
14067,Godehard,Trachtenberg,9999-01-01,Senior Engineer
14088,Mori,Leslie,9999-01-01,Senior Staff
14088,Mori,Leslie,1994-11-10,Staff
14102,Feixiong,Jording,1991-02-21,Engineer
14107,Xiahua,Rindone,9999-01-01,Senior Staff
14107,Xiahua,Rindone,1999-12-15,Staff
14111,Leszek,Cummings,9999-01-01,Senior Staff
14111,Leszek,Cummings,1999-09-26,Staff
14113,Along,Herber,1988-01-24,Engineer
14118,Kasturi,Anido,9999-01-01,Senior Staff
14139,Sachin,Conry,1996-12-26,Engineer
14167,Adas,Hertweck,1994-12-01,Engineer
14167,Adas,Hertweck,9999-01-01,Senior Engineer
14191,Jiann,Luby,1993-01-15,Engineer
14191,Jiann,Luby,9999-01-01,Senior Engineer
14197,Adin,Chachaty,2000-12-24,Senior Staff
14197,Adin,Chachaty,1993-01-20,Staff
14209,Masanao,Kusakabe,9999-01-01,Senior Staff
14220,Tomofumi,Pargas,9999-01-01,Senior Engineer
14224,Guther,Conta,1986-10-23,Staff
14232,Masali,Bojadziev,1999-09-10,Engineer
14232,Masali,Bojadziev,9999-01-01,Senior Engineer
14236,Xuedong,Angiulli,9999-01-01,Senior Staff
14237,Abdulla,Gerlach,1994-06-13,Engineer
14237,Abdulla,Gerlach,9999-01-01,Senior Engineer
14242,Sudhanshu,Benaini,9999-01-01,Senior Staff
14242,Sudhanshu,Benaini,1992-06-27,Staff
14254,Chikara,Narahara,1996-11-14,Engineer
14257,Kwok,Massonet,9999-01-01,Staff
14275,Tristan,Aseltine,2000-11-17,Senior Staff
14287,Masali,Highland,1999-11-10,Senior Staff
14287,Masali,Highland,1998-06-04,Staff
14289,Paraskevi,Gist,2001-05-09,Assistant Engineer
14290,Miyeon,Olivero,9999-01-01,Senior Engineer
14292,Susanna,Vigier,9999-01-01,Senior Staff
14292,Susanna,Vigier,1997-02-18,Staff
14293,Qunsheng,Middleton,1990-09-12,Senior Staff
14298,Chriss,Granlund,2001-01-06,Engineer
14298,Chriss,Granlund,9999-01-01,Senior Engineer
14310,Marlo,Leuchs,9999-01-01,Senior Staff
14320,Sreenivas,Schaar,1992-06-29,Engineer
14320,Sreenivas,Schaar,9999-01-01,Senior Engineer
14322,Shem,Kakkad,9999-01-01,Engineer
14323,Golgen,Leslie,9999-01-01,Staff
14340,Vitaly,Wixon,1995-12-19,Engineer
14340,Vitaly,Wixon,9999-01-01,Senior Engineer
14344,Otilia,Buescher,9999-01-01,Technique Leader
14345,Barry,Ramsey,1990-07-15,Engineer
14354,Mong,Bojadziev,9999-01-01,Senior Staff
14354,Mong,Bojadziev,1990-08-28,Staff
14360,Janche,Erbe,9999-01-01,Senior Staff
14372,Saniya,Srimani,9999-01-01,Engineer
14380,Shigeu,Heemskerk,1997-01-20,Senior Staff
14380,Shigeu,Heemskerk,1994-01-29,Staff
14384,Tomofumi,Holburn,9999-01-01,Technique Leader
14422,Toshimo,Gadepally,1990-10-20,Engineer
14422,Toshimo,Gadepally,9999-01-01,Senior Engineer
14434,Elvis,Maginnis,9999-01-01,Technique Leader
14439,Raimond,Woycyznski,1994-11-01,Engineer
14439,Raimond,Woycyznski,9999-01-01,Senior Engineer
14441,Divine,Manders,1990-05-25,Engineer
14460,Yagil,Lueh,1995-01-23,Engineer
14460,Yagil,Lueh,9999-01-01,Senior Engineer
14478,Munehiro,Boissier,9999-01-01,Senior Staff
14481,Moti,Lammel,1993-08-24,Engineer
14481,Moti,Lammel,9999-01-01,Senior Engineer
14483,Supot,Marrevee,9999-01-01,Senior Engineer
14486,Indrajit,Birdsall,1999-08-12,Engineer
14486,Indrajit,Birdsall,9999-01-01,Senior Engineer
14498,Xiong,Selenyi,9999-01-01,Senior Staff
14498,Xiong,Selenyi,1994-10-17,Staff
14501,Taizo,Kroft,9999-01-01,Technique Leader
14509,Danil,Aloia,9999-01-01,Senior Staff
14509,Danil,Aloia,2001-12-16,Staff
14513,Samphel,Barreiro,9999-01-01,Senior Staff
14514,Fay,Denny,1997-03-14,Senior Engineer
14515,Kazuhisa,Versino,1996-02-19,Engineer
14515,Kazuhisa,Versino,9999-01-01,Senior Engineer
14516,Kristian,Underwood,9999-01-01,Senior Staff
14518,Patricia,Peir,9999-01-01,Engineer
14522,Chuanyi,Ranta,9999-01-01,Senior Staff
14533,Kensei,Borovoy,1999-11-24,Senior Engineer
14537,Babette,Engelmann,1994-03-17,Engineer
14537,Babette,Engelmann,9999-01-01,Senior Engineer
14539,Ashish,Danlos,1998-12-17,Engineer
14552,Ibibia,Snyers,1999-06-13,Engineer
14552,Ibibia,Snyers,9999-01-01,Senior Engineer
14556,Fatemeh,Zultner,1994-12-26,Assistant Engineer
14556,Fatemeh,Zultner,9999-01-01,Engineer
14560,Elrique,Driscoll,1993-05-21,Engineer
14560,Elrique,Driscoll,9999-01-01,Senior Engineer
14581,Gao,Condotta,1996-06-28,Engineer
14581,Gao,Condotta,9999-01-01,Senior Engineer
14582,Kiyokazu,Morrin,9999-01-01,Senior Engineer
14600,Jayson,Cairo,9999-01-01,Senior Staff
14603,Lech,Marquardt,1993-01-19,Engineer
14603,Lech,Marquardt,9999-01-01,Senior Engineer
14607,Suzette,Selvestrel,9999-01-01,Staff
14620,Jianhua,Erev,1993-08-04,Engineer
14620,Jianhua,Erev,9999-01-01,Senior Engineer
14621,Souichi,Wixon,9999-01-01,Senior Staff
14621,Souichi,Wixon,1992-01-20,Staff
14632,Gudjon,McClurg,1994-08-01,Assistant Engineer
14632,Gudjon,McClurg,2001-08-01,Engineer
14632,Gudjon,McClurg,9999-01-01,Senior Engineer
14639,Arvind,Hempstead,9999-01-01,Senior Staff
14639,Arvind,Hempstead,1994-11-08,Staff
14640,Toshimori,Kornatzky,1998-05-20,Engineer
14640,Toshimori,Kornatzky,9999-01-01,Senior Engineer
14642,Florian,Kuhnemann,1996-06-04,Engineer
14642,Florian,Kuhnemann,9999-01-01,Senior Engineer
14645,Laurentiu,Glinert,1995-05-01,Engineer
14645,Laurentiu,Glinert,9999-01-01,Senior Engineer
14648,IEEE,Lorys,9999-01-01,Senior Staff
14648,IEEE,Lorys,1994-11-16,Staff
14655,Jingling,Segond,2002-04-09,Senior Staff
14655,Jingling,Segond,1995-06-03,Staff
14659,Sashi,Adachi,1990-03-16,Engineer
14659,Sashi,Adachi,9999-01-01,Senior Engineer
14675,Teunis,Angel,9999-01-01,Senior Staff
14677,Herbert,Sifakis,9999-01-01,Senior Engineer
14683,Alois,Basart,1994-12-02,Engineer
14683,Alois,Basart,9999-01-01,Senior Engineer
14690,Yechezkel,Bellone,1994-02-25,Engineer
14690,Yechezkel,Bellone,9999-01-01,Senior Engineer
14693,Brewster,Stranks,9999-01-01,Senior Staff
14693,Brewster,Stranks,1992-05-04,Staff
14710,Mahmut,Hainaut,9999-01-01,Senior Staff
14713,Terresa,Ballarin,1999-06-02,Technique Leader
14722,Sachin,Jakobus,1999-05-04,Staff
14723,Constantino,Assaf,9999-01-01,Senior Staff
14723,Constantino,Assaf,2002-06-01,Staff
14724,Aron,Lemarechal,9999-01-01,Senior Staff
14724,Aron,Lemarechal,1993-09-10,Staff
14774,Gio,Sigstam,2000-08-12,Staff
14780,Marlo,Bruckman,9999-01-01,Senior Engineer
14785,Zhonghua,Kaiser,9999-01-01,Senior Engineer
14793,Stein,Uchoa,9999-01-01,Engineer
14814,Odysseas,Nishimukai,9999-01-01,Senior Staff
14814,Odysseas,Nishimukai,1996-10-26,Staff
14817,Gaurav,Masaki,1997-12-02,Engineer
14817,Gaurav,Masaki,9999-01-01,Senior Engineer
14821,Oguz,Kilgore,9999-01-01,Engineer
14839,Changho,Cronin,1998-04-24,Engineer
14839,Changho,Cronin,9999-01-01,Senior Engineer
14846,Magy,Joslin,1997-05-02,Engineer
14846,Magy,Joslin,1997-05-27,Senior Engineer
14853,Taiji,Nergos,1993-03-07,Engineer
14853,Taiji,Nergos,9999-01-01,Senior Engineer
14854,Angus,Perko,2001-06-16,Senior Staff
14854,Angus,Perko,1997-03-12,Staff
14865,Ute,Serra,1999-03-11,Senior Staff
14871,Arnd,Kaiserswerth,1999-06-23,Staff
14877,Arto,Meriste,1996-06-06,Engineer
14877,Arto,Meriste,9999-01-01,Senior Engineer
14879,Anyuan,Sigstam,1993-12-28,Engineer
14879,Anyuan,Sigstam,9999-01-01,Senior Engineer
14888,Temple,Barriga,9999-01-01,Senior Staff
14899,Alejandro,Casley,9999-01-01,Senior Staff
14899,Alejandro,Casley,1991-02-22,Staff
14905,Karsten,Baja,1987-12-28,Engineer
14906,Adil,Parveen,9999-01-01,Senior Staff
14906,Adil,Parveen,1996-12-10,Staff
14908,Kerhong,Flanders,1997-09-17,Engineer
14908,Kerhong,Flanders,9999-01-01,Senior Engineer
14909,Mohan,Kamble,1996-12-20,Engineer
14909,Mohan,Kamble,9999-01-01,Senior Engineer
14911,Xiaobin,Chelton,1994-04-06,Engineer
14911,Xiaobin,Chelton,9999-01-01,Senior Engineer
14914,Gretta,Benzaken,9999-01-01,Engineer
